City,Population,Public Transportation Rate,Median Age,Lat,Lng
Cleveland,492697.0,6.041807277804312,37.00714285714286,41.49932,-81.6943605
Clifton,67137.0,9.538532090396018,38.5,40.8584328,-74.16375529999999
Clifton Park,42249.0,0.6918098638696719,41.2,42.844668,-73.8183804
Clinton,146106.0,3.4051217513985312,40.26,38.3686324,-93.7782689
Clinton Township,76588.0,1.5094930736599106,42.1,42.5868882,-82.9195514
Clodine,38364.0,0.16898337421640774,33.8,29.7074537,-95.688003
Clovis,113820.0,0.3376171277809438,35.2,36.8252277,-119.7029194
Coachella,43037.0,1.1909262759924386,26.3,33.6803003,-116.173894
Coamo,39871.0,0.3362600410984495,36.6,18.0799616,-66.35794729999999
Cockeysville,25321.0,3.630582667849749,38.3,39.4812172,-76.6438598
Coeur d'Alene,57152.0,0.5060576786722469,39.15,47.6734632,-116.7812225
Cohasset,33511.0,0.7516796381294486,35.0,42.24176749999999,-70.8036544
College Park,70414.0,7.098419173890872,31.9,33.6534427,-84.4493725
College Station,109890.0,4.194793646722892,25.85,30.627977,-96.3344068
Collegedale,35209.0,0.0,41.0,35.0531301,-85.0502276
Collinsville,32498.0,0.7649837025211202,37.7,38.6703266,-89.9845476
Colma,48536.0,23.223825851208037,36.6,37.6749036,-122.4561533
Colorado Springs,402015.0,0.879657322520217,34.75833333333333,38.8338816,-104.8213634
Colton,58013.0,1.7540703427183593,28.2,34.0739016,-117.3136547
Columbia,544362.0,1.625875599624905,34.12307692307692,38.9578722,-92.32640789999999
Columbus,542494.0,2.2927443122744293,34.42142857142857,39.9611755,-82.99879419999999
Commack,28646.0,6.4098750743605,44.3,40.8428759,-73.29289430000001
Compton,32362.0,6.005267778753293,27.6,33.8958492,-118.2200712
Concord,281495.0,6.427503708292838,38.214285714285715,37.9779776,-122.0310733
Conroe,31796.0,0.5473084420452842,31.8,30.3118769,-95.45605119999999
Converse,36915.0,1.3966956225515244,32.1,39.1266701,-94.82606039999999
Conway,120262.0,0.223045040215762,33.63333333333333,35.0886963,-92.4421011
Conyers,84689.0,1.792202616544319,36.7,33.6676103,-84.01769039999999
Cookeville,27112.0,0.21673891297099032,41.5,36.162839,-85.5016423
Coppell,40021.0,0.6677555726364335,38.4,32.9545687,-97.01500779999999
Copperas Cove,36479.0,0.16922676386357718,31.9,31.124062,-97.90307849999999
Coram,29987.0,6.074456809750927,39.4,38.9836575,-94.7145604
Corbin,28250.0,0.926986772211228,40.8,37.1264125,-97.54393759999999
Corcoran,25204.0,0.2517162471395881,35.9,36.098007,-119.5604015
Cordova,81267.0,0.1747960712502081,35.5,38.995338,-95.2329049
Corinth,71855.0,0.6975074366601702,35.9,37.9386365,22.9322383
Cornelius,25223.0,3.262940616068593,37.7,35.4868032,-80.86007359999999
Corona,355171.0,12.248869207824074,33.88333333333333,33.8752935,-117.5664384
Corozal,35856.0,0.979221399570098,35.8,18.4030802,-88.3967536
Corpus Christi,35390.0,0.442626624831914,33.2,27.8005828,-97.39638099999999
Corsicana,28247.0,0.06920415224913495,35.0,32.0954304,-96.46887269999999
Cortland,30009.0,1.1700524011198048,32.9,42.6011813,-76.1804843
Costa Mesa,112381.0,2.824632295947348,33.7,33.6638439,-117.9047429
Cottage Grove,34764.0,2.242547798776792,34.8,44.8277446,-92.9438218
Council Bluffs,72228.0,0.8727737391478729,38.05,41.2619444,-95.8608333
Coventry,32707.0,0.49938347718865606,43.4,52.406822,-1.519693
Covina,61757.0,4.157930915887419,36.0,34.0900091,-117.8903397
Covington,214334.0,1.7012693372999397,36.6,33.5967815,-83.8601827
Cow Island,25850.0,0.0,35.7,43.6920266,-70.1858812
Cranberry Township,28976.0,1.3435574780443047,38.7,40.6849626,-80.1071379
Cranston,38678.0,2.3378630772203257,43.0,41.7798226,-71.4372796
Crawfordsville,27929.0,0.12231917149147845,40.5,40.0411536,-86.87445160000001
Crawfordville,27611.0,0.0966268446943078,38.9,30.19448389999999,-84.37112069999999
Creedmoor,26991.0,0.2318750966146236,34.6,33.7155069,-85.7861027
Cresaptown,43546.0,0.6181998021760633,42.3,39.59286669999999,-78.8333542
Creston,49792.0,0.4357298474945534,39.5,41.0586002,-94.3613474
Crestview,25842.0,2.2788070940255625,35.1,34.998816,-101.929904
Crofton,26158.0,4.91120218579235,34.8,39.0017772,-76.68746709999999
Crosby,28394.0,0.3270166023813517,34.8,36.1731851,-95.94527
Culver City,33090.0,4.397532059037019,38.4,34.0211224,-118.3964665
Cumberland,61702.0,2.836977970425459,38.6,39.6528654,-78.7625185
Cumming,115979.0,0.6460867505000363,37.7,34.2073196,-84.14019259999999
Cuyahoga Falls,67988.0,0.646490614174662,39.05,41.1339449,-81.48455849999999
Cypress,213918.0,1.297986092247052,34.325,33.8169366,-118.0368507
Cypress Gardens,29765.0,0.4447372755723933,47.2,34.1521279,-119.1724978
DEVORE HGHTS,60118.0,1.1839956450734894,27.8,34.2219891,-117.3994698
DORCHESTR CTR,51544.0,36.231632031997215,34.7,42.2917651,-71.0717173
DW GDNS,30505.0,0.4077267562328721,34.6,32.6844821,-97.13025309999999
Dacula,43422.0,0.5405681064817176,36.0,33.9887165,-83.8979573
Dahlonega,25932.0,0.13276906480789974,36.6,34.5261465,-83.9843953
Dallas,955285.0,4.0668500031020445,32.36521739130435,32.7766642,-96.79698789999999
Dalton,81340.0,0.5252899069126655,34.349999999999994,34.7698021,-84.9702228
Daly City,62941.0,17.431051465156365,39.1,37.6879241,-122.4702079
Danbury,82703.0,3.5987493302586997,38.05,41.394817,-73.4540111
Daniels,42784.0,2.3711790393013104,37.9,38.9098396,-94.53439089999999
Danvers,26963.0,2.2897434033582904,44.5,42.5750009,-70.93212199999999
Danville,129375.0,2.8127500822390035,42.4,37.8215929,-121.9999606
Daphne,31326.0,0.0,37.1,30.6035255,-87.9036047
Davenport,54979.0,0.3451628607933559,36.05,39.425215,-74.58073809999999
Davis,75328.0,6.0864998534116825,26.4,40.9628845,-112.0953297
Davison,32057.0,0.2984406476162053,39.9,43.0347491,-83.5180063
Dawsonville,27856.0,0.11110161524656012,40.5,34.4212052,-84.1190804
Day Heights,31825.0,0.6160585940173865,41.7,39.1739494,-84.226325
Dayton,84625.0,3.4444129333629783,35.36666666666667,39.7589478,-84.1916069
Daytona Beach,32005.0,4.88941692560775,33.1,29.2108147,-81.0228331
DeKalb,46492.0,5.077886018165562,23.9,41.9294736,-88.75036469999999
DeLand,63341.0,0.6462080662805659,43.7,29.028318,-81.3031179
DeRidder,25294.0,0.4056795131845842,36.0,30.8463055,-93.2890527
DeSoto,50619.0,1.8331305843365917,39.8,32.5896998,-96.8570738
Dearborn,78515.0,0.7716948372576816,34.25,42.3222599,-83.17631449999999
Dearborn Heights,37007.0,0.9840367373715284,37.7,42.3369816,-83.27326269999999
Decatur,247332.0,5.672668009897598,37.84285714285715,33.7748275,-84.2963123
Dedham,25111.0,7.769607843137255,43.1,42.2436085,-71.1676536
Deer Park,59369.0,3.8140544604806186,37.95,29.7052284,-95.1238204
Deer Valley,36244.0,1.550751879699248,33.5,40.63738,-111.478306
Deerfield Beach,55948.0,1.4480995602895417,46.9,26.3184123,-80.09976569999999
Defiance,27986.0,0.4162739553879987,39.6,41.3491725,-84.4802606
Del Sur,71313.0,0.9812767877284008,35.8,38.9094792,-77.04561009999999
Delano,56028.0,0.5624629958555358,29.1,35.7688425,-119.2470536
Delaware,50809.0,0.35600000000000004,35.7,38.9108325,-75.52766989999999
Dellwood,38611.0,1.4242115971515767,43.8,45.0899665,-92.9724382
Delran,29316.0,2.6911153617835235,38.2,40.0158918,-74.9564247
Delray Beach,30276.0,4.022781342368972,48.0,26.4614625,-80.0728201
Deltona,89373.0,0.3774580728316071,38.75,28.9005446,-81.26367379999999
Denham Springs,53882.0,0.2625414007593505,34.3,30.48685639999999,-90.95621249999999
Denton,52300.0,2.3869624137465486,27.05,33.2148412,-97.13306829999999
Denver,816223.0,5.569198246807983,33.91818181818181,39.7392358,-104.990251
Derby,27928.0,0.22363547417709131,37.0,37.5455735,-97.2689331
Des Moines,66776.0,1.6864814924483358,34.599999999999994,41.5868353,-93.6249593
Des Plaines,90396.0,5.870039989200028,38.95,42.0333623,-87.88339909999999
Desert Hot Springs,35878.0,2.5708418891170437,32.5,33.961124,-116.5016784
Detroit,589344.0,8.710817577875309,35.31875000000001,42.331427,-83.0457538
Diamond Bar,47562.0,2.781743456629894,40.9,34.0286226,-117.8103367
Dickson,27537.0,0.8968609865470852,37.9,36.0770048,-87.3877899
Dinuba,29628.0,0.13885031935573452,27.9,36.5432837,-119.3870656
District Heights,37597.0,21.07613893121749,36.5,38.8576128,-76.8894171
Dockweiler,43779.0,17.65439429928741,24.0,33.93053039999999,-118.4356632
Dodge City,30736.0,0.4162844845833628,29.6,37.7527982,-100.0170787
Donna,38464.0,0.0,26.8,36.7257656,-95.93573490000001
Dorado,38305.0,1.2058281694858484,38.0,37.81724,-96.8622524
Dothan,67739.0,0.477984814856052,38.25,31.2232313,-85.3904888
Douglasville,106367.0,1.2134931831441935,34.90000000000001,33.7514966,-84.7477136
Dover,151459.0,2.770350866765591,36.08,38.9643531,-95.8914709
Downers Grove,88909.0,8.8368497244576,41.066666666666656,41.8089191,-88.01117459999999
Downey,113082.0,2.604329211573362,34.7,33.9401088,-118.1331593
Dracut,30315.0,1.0677694111838043,40.0,42.6703687,-71.3020052
Draper,43694.0,2.364066193853428,30.8,40.5246711,-111.8638226
Drexel Hill,31198.0,8.612350021986305,37.2,39.9470567,-75.2921301
Dublin,149673.0,2.670545407926666,36.7,53.3498053,-6.2603097
Dubuque,43674.0,1.369302156309708,36.1,42.50226610000001,-90.66546749999999
Duluth,139488.0,1.1129987095205154,36.86666666666667,37.7307435,-97.2045023
Dundalk,55043.0,4.121662490279098,41.1,39.2506633,-76.5205184
Dunedin,38220.0,1.3469985358711567,52.7,28.0197404,-82.7717684
Dunn,25130.0,0.14291158536585366,39.7,35.3062743,-78.6089028
Dunwoody,68880.0,5.292621760819528,35.7,33.9462125,-84.3346473
Durango,29280.0,3.1683428646552283,35.8,37.27528,-107.8800667
Durham,227401.0,3.4238240955395014,33.160000000000004,35.9940329,-78.898619
Dyersburg,27514.0,0.0,40.7,36.0345159,-89.38562809999999
E ATLANTC BCH,37599.0,19.173650933686226,43.5,40.5849014,-73.7095365
E RNCHO DMNGZ,53657.0,6.627432267642225,27.6,33.8508097,-118.224885
EAST GRAND RA,33230.0,4.428497543315231,32.7,42.941139,-85.61002769999999
ELEVEN MILE,53558.0,0.13432527381690432,36.1,38.9336391,-105.5232813
Eagle Mountain,53583.0,2.1539650342895778,24.2,40.31411689999999,-112.006882
Eagle Pass,54447.0,0.5485033693778405,29.4,28.7091433,-100.4995214
Eagle River,27955.0,0.490814752489132,32.2,45.9171763,-89.2442988
Eagle Rock,28439.0,5.713058419243986,40.1,34.13915679999999,-118.2140883
Easley,30544.0,0.07750736319950395,40.4,34.829838,-82.6015206
East Arlington,34768.0,0.08093343225197275,28.9,42.404263,-71.1467203
East Bronx,141898.0,49.91279428619398,36.55,40.8732894,-73.85362429999999
East Brunswick,46670.0,12.604781123874574,42.4,40.4316955,-74.4049778
East Chicago,29387.0,3.134864482420812,29.8,41.63920239999999,-87.4547635
East Elmhurst,76133.0,54.190414220343335,35.35,40.7737505,-73.8713099
East Flatbush,77011.0,63.130525221008845,38.9,40.6481656,-73.9299899
East Gull Lake,29469.0,0.5200980756371202,39.0,46.4080226,-94.3558353
East Haven,69278.0,5.579310091025537,38.35,41.2841687,-72.8684565
East Lansdowne,27941.0,19.487485101311083,40.0,39.9456683,-75.2612943
East Lansing,50081.0,5.2172495312627385,23.6,42.7369792,-84.48386540000001
East Liberty,29196.0,24.131104267487906,37.2,40.4643479,-79.926266
East Meadow,37513.0,10.062379758642805,43.0,40.7139898,-73.5590157
East Norriton,42003.0,9.381289024201457,35.0,40.1517741,-75.3365695
East Northport,28969.0,8.238412493731643,42.9,40.8767647,-73.3245613
East Orange,64673.0,23.12615559111507,37.2,40.767323,-74.2048677
East Patchogue,45262.0,4.752447155624911,38.7,40.7670427,-72.9962189
East Point,32963.0,18.96096050743789,35.2,33.6795531,-84.43937240000001
East Rockland Key,33674.0,3.5469045688023786,41.2,24.5852441,-81.66993769999999
East Wenatchee,28672.0,0.6291238299831211,38.2,47.41568239999999,-120.2931263
East Yaphank,27115.0,3.4945235079353254,36.9,40.8269183,-72.8884698
Eastpointe,32481.0,1.0134612409097945,36.2,42.4683698,-82.9554746
Eau Claire,82876.0,1.2138718451202717,32.8,44.811349,-91.4984941
Eddington,55527.0,3.975189335526541,40.3,44.82658439999999,-68.6935362
Eden Prairie,30143.0,2.208542235197055,40.7,44.8546856,-93.47078599999999
Edgemoor,25635.0,3.31466277909921,45.1,37.69240509999999,-97.27236669999999
Edgewood,25027.0,3.6157114367467273,33.0,36.3383957,-94.1514721
Edinburg,144215.0,0.36125444648938027,28.03333333333333,26.3017374,-98.1633432
Edison,84486.0,13.944787069309658,38.3,41.411798,-82.142568
Edmond,119677.0,0.33467614396287976,34.36666666666667,35.6528323,-97.47809540000002
Edmonds,36173.0,9.349766255843603,43.8,47.8106521,-122.3773551
Edwardsville,64839.0,1.6756599780989263,39.8,38.8114364,-89.95315699999999
Egg Harbor Township,42802.0,1.6634522661523623,39.2,39.3822537,-74.6166192
El Cajon,169516.0,2.605237060454401,36.4,32.7947731,-116.9625269
El Centro,48615.0,1.0879737950397754,32.1,32.792,-115.5630514
El Dorado,32328.0,0.0,38.2,38.8095726,-94.4571831
El Dorado Hills,40603.0,1.6609757509115108,41.4,38.6857367,-121.082167
El Mirage,65267.0,1.483007402338797,27.25,33.6130942,-112.3246042
El Monte,136848.0,6.054272674467063,34.56666666666667,34.0686206,-118.0275667
El Paso,526344.0,1.8822761077910437,32.08,31.7618778,-106.4850217
Eldersburg,39696.0,1.2569279493269991,42.5,39.40371469999999,-76.9502567
Elgin,99208.0,2.307316067842517,32.65,42.0354084,-88.2825668
Elizabeth,101986.0,11.393839383453033,32.266666666666666,40.6639916,-74.2107006
Elizabeth City,40307.0,0.4424778761061947,37.5,36.2946008,-76.2510461
Elizabethton,34438.0,0.06638147219353888,43.9,36.3487196,-82.21068760000001
Elizabethtown,79021.0,0.7060746847865421,38.85,37.7030646,-85.8649408
Elk Grove,169868.0,2.39141357569016,34.333333333333336,38.4087993,-121.3716178
Elk Grove Village,33830.0,3.8210099188458067,43.4,42.0039178,-87.9703461
Elkhart,74232.0,0.8358687264992494,36.05,41.6812083,-85.9656249
Elkridge,28613.0,3.2565937963500358,32.5,39.1978788,-76.7625073
Elkton,42316.0,0.4852137494254048,38.6,39.60677889999999,-75.83327179999999
Ellensburg,30624.0,0.569516622766427,27.8,46.9965144,-120.5478474
Ellenwood,38575.0,3.1073288169755333,36.1,33.609725,-84.2873662
Ellicott,40232.0,0.5679779983259596,39.6,38.8383279,-104.3869093
Ellicott City,40585.0,2.1290133124510566,42.8,39.2673283,-76.7983067
Elmhurst,147536.0,40.84405465131022,38.1,41.8994744,-87.9403418
Elsmere,41071.0,8.0424073677447,32.8,39.7392796,-75.59798119999999
Empire City,28225.0,0.7539648149753011,39.3,43.1034108,-75.24683499999999
Emporia,28727.0,0.0,30.7,38.403903,-96.18166260000001
Encinitas,49226.0,1.6939797911182817,42.1,33.0369867,-117.2919818
Endicott,44585.0,1.9757349062485012,42.3,42.5535151,-70.8436261
Enfield,44713.0,1.3704396632366698,40.9,42.0027181,-72.5441445
Englewood,88221.0,8.077028596404142,37.933333333333344,39.6477653,-104.9877597
Englishtown,43324.0,10.28046564173093,42.0,40.2973319,-74.3582041
Enid,53734.0,0.4959053059456584,36.05,36.3955891,-97.8783911
Ennis,26631.0,0.0,34.9,32.3293111,-96.6252679
Enterprise,35635.0,0.07819627264433729,36.6,37.223958,-95.73042769999999
Ephrata,32804.0,0.43199136017279655,38.4,40.1798165,-76.17883909999999
Erdenheim,30974.0,10.215361158757386,41.8,40.0909252,-75.2156845
Erial,49132.0,6.488762837866872,36.8,39.7733866,-75.0063622
Erie,53331.0,0.8221815916699007,41.6,42.12922409999999,-80.085059
Escondido,156607.0,1.5250518621751037,34.00000000000001,33.1192068,-117.086421
Essex,40187.0,5.804609854091773,38.5,51.57424469999999,0.4856781
Etiwanda,38009.0,2.2905982905982905,34.0,34.1261208,-117.5236622
Etna,39171.0,0.17043460825104015,39.1,37.751005,14.9934349
Eugene,169748.0,3.932463692070888,36.7,44.0520691,-123.0867536
Euharlee,37480.0,0.06507874528179097,36.4,34.1448193,-84.93299859999999
Euless,63362.0,0.3695890575412096,33.85,32.8370727,-97.08195409999999
Evans,97588.0,0.3301534322357477,37.90000000000001,36.0685951,-95.8162969
Evanston,75282.0,21.654990282514593,34.4,42.0450722,-87.68769689999999
Evansville,120306.0,1.543934863124652,35.67500000000001,37.9715592,-87.5710898
Everett,200935.0,9.758550871795237,35.56,47.9789848,-122.2020795
Evergreen,39336.0,2.618390099212437,39.4,39.6333213,-105.3172146
Evesham,45669.0,3.032031950444209,40.7,39.8522951,-74.88579890000001
Ewa Beach,66440.0,8.298103635704795,32.8,21.313149,-158.0089992
FAIR OAKS,29052.0,0.01563477173233271,43.2,38.6446264,-121.2721718
FAIRMOUNT HGT,38788.0,29.133134053805474,36.7,38.901123,-76.911738
FERNANDINA,31636.0,0.3950695322376738,50.8,30.6696818,-81.46259189999999
FORADA,25838.0,1.9641268900088944,36.7,45.7922222,-95.3552778
FOX RV VLY GN,44416.0,6.896551724137932,46.5,36.5880674,-93.82778859999999
FSTRVL TRVOSE,26234.0,4.045853000674309,41.7,40.15550380000001,-74.9922437
Fair Lawn,32962.0,13.100831225153597,41.6,40.9403762,-74.1318096
Fair Oaks,40767.0,3.262457393280312,45.0,38.6446264,-121.2721718
Fairbanks,31658.0,1.5419152832752407,35.1,64.8377778,-147.7163888
Fairburn,29804.0,4.693581622529192,33.4,33.5670562,-84.5810418
Fairfax,156755.0,10.393980636295844,36.825,36.5633074,-96.7069867
Fairfield,142163.0,5.4274459305225395,37.46666666666667,41.1408363,-73.2612615
Fairhope,30327.0,0.3265686960578493,43.4,30.5229719,-87.9033261
Fairport,41414.0,1.0191387559808611,44.4,43.0986742,-77.44193779999999
Fairview,35321.0,1.464688276125581,34.3,36.8221989,-94.11447299999999
Fajardo,33835.0,1.2006681979536438,38.7,18.3257869,-65.6523838
Fall River,56648.0,1.162726666064286,38.35,41.7014912,-71.1550451
Fallbrook,48335.0,0.5797101449275363,40.5,33.3764196,-117.2511466
Falls Church,87125.0,14.01950587530984,35.933333333333344,38.88233400000001,-77.1710914
Far North Dallas,85973.0,2.456319932454438,36.5,32.9620968,-96.78638439999999
Far Rockaway,62577.0,42.412838480837436,32.6,40.5998931,-73.74484369999999
Far West Side,54898.0,0.5433056976539072,30.4,29.4940355,-98.7047671
Fargo,79935.0,0.9381420933421106,31.0,46.8771863,-96.7898034
Faribault,29952.0,1.1313546870408464,39.1,44.2949636,-93.268827
Farmington,106784.0,1.1789959961672258,34.86666666666667,36.72805830000001,-108.2186856
Farmington Hills,26325.0,0.3274498841945532,41.0,42.4989936,-83.3677168
Fayetteville,330708.0,1.2266008086135076,34.53333333333333,35.0526641,-78.87835849999999
Federal Way,126776.0,7.518773579548713,37.066666666666656,47.3223221,-122.3126222
Fenton,81277.0,0.24790009850505795,39.55,38.5126456,-90.4429881
Festus,26720.0,0.2655473702244304,39.7,38.2133793,-90.40563739999999
Findlay,54386.0,0.2554080724430169,39.2,41.04422,-83.6499321
Fishers,77661.0,0.2296601631328545,34.2,39.9567548,-86.01335
Fisherville,50360.0,0.048437878420925166,39.2,38.19148500000001,-85.4718869
Fitchburg,40419.0,1.6953863257365205,33.9,42.5834228,-71.8022955
Flagstaff,79212.0,2.4368732321933657,32.1,35.1982836,-111.651302
Flemington,31020.0,3.3276825516418658,43.7,40.5123258,-74.85933179999999
Flint,115616.0,2.9194210107938323,36.0,43.0125274,-83.6874562
Floral Park,44907.0,19.573048699132755,37.3,40.7237133,-73.7048532
Florence,157250.0,0.4289633522806118,37.55,43.7695604,11.2558136
Florissant,90732.0,1.9934321147537928,38.6,38.789217,-90.322614
Flower Mound,81246.0,0.608373137165862,39.25,33.0145673,-97.0969552
Flowery Branch,34717.0,0.6136087484811664,36.6,34.1851017,-83.9251809
Flushing,394703.0,31.83715308449079,41.77777777777778,40.7674987,-73.833079
Foley,25642.0,0.0,43.7,30.4065868,-87.6835974
Folsom,73356.0,2.5576402501633533,38.7,38.6779591,-121.1760583
Fontana,228934.0,2.12238896816448,29.866666666666664,34.0922335,-117.435048
Foraker,32957.0,0.7711909871244635,33.6,36.8722646,-96.5655742
Ford,35351.0,0.4117647058823529,40.9,36.7239436,-95.9357936
Forest Heights,30260.0,23.052486187845307,35.3,38.8121669,-76.9984975
Forest Hills,69652.0,61.260193164073804,41.9,40.718106,-73.8448469
Fort Collins,162546.0,1.4596321404757016,31.325,40.5852602,-105.084423
Fort Dodge,27963.0,0.3442058678905098,38.9,42.4974694,-94.16801579999999
Fort Lauderdale,404357.0,3.14387899396226,39.13,26.1224386,-80.13731740000001
Fort Lee,36020.0,21.743546845124282,44.7,37.2489537,-77.3381855
Fort Mill,54101.0,1.3368998555388814,38.2,35.0073697,-80.94507589999999
Fort Myers,96184.0,1.0260105780347286,52.0,26.640628,-81.8723084
Fort Ritner,27755.0,0.9370251561708594,40.9,38.773109,-86.2810964
Fort Smith,26837.0,0.13550135501355012,40.5,35.3859242,-94.39854749999999
Fort Stewart,41015.0,0.20639834881320948,28.2,31.8690667,-81.6089873
Fort Walton Beach,35334.0,0.14629293697700274,33.8,30.42007079999999,-86.6170308
Fort Washington,51460.0,12.973156386668675,43.4,38.7073379,-77.0230313
Fort Wayne,142779.0,0.7879885118457145,35.8,41.079273,-85.1393513
Fort Worth,436361.0,0.9496419471392034,33.138461538461534,32.7554883,-97.3307658
Foster City,35045.0,5.24841346978446,41.0,37.5585465,-122.2710788
Fountain,28157.0,0.7380073800738007,29.5,37.2244423,-95.7066869
Framingham,69960.0,3.93046669982656,38.45,42.279286,-71.4161565
Frankfort,80508.0,3.6230491022213513,40.4,38.2009055,-84.87328350000001
Franklin,177400.0,2.2820430907777025,40.62,37.6876136,-97.298532
Franklin Square,25054.0,11.473480709422546,42.3,39.9556634,-75.1504502
Frederick,107627.0,3.6349490593221416,36.533333333333346,39.41426879999999,-77.4105409
Fredericksburg,141353.0,3.896375257039756,33.975,30.2752011,-98.8719843
Freehold,56039.0,6.390514895044928,40.6,40.7137744,-73.96582680000002
Freemansburg,37229.0,1.3574934852433185,44.1,40.6264875,-75.34573499999999
Freeport,74882.0,7.7727899574419865,40.90000000000001,42.2966861,-89.6212271
Fremont,252213.0,6.4926144898961615,38.36,37.5485396,-121.988583
Fresno,478575.0,1.821014898322455,31.518181818181816,36.7377981,-119.7871247
Friendswood,49979.0,1.3237113402061855,39.3,29.5293998,-95.2010447
Frisco,134537.0,0.34707225085705473,34.85,33.1506744,-96.82361159999999
Fullerton,113872.0,3.795959950460667,32.766666666666666,33.8703645,-117.9242123
Fulton,25297.0,0.15771315919172005,38.4,42.51846219999999,-90.6740021
Fuquay-Varina,42278.0,0.5820186858630725,36.7,35.5843235,-78.80001279999999
GARDEN CITY P,40799.0,17.283501403472293,44.1,40.7410315,-73.6630251
GILLEM ENCLAVE,27838.0,1.5816717791411044,29.4,33.6202063,-84.3288908
GLMN HOT SPGS,31167.0,0.35671819262782395,31.4,33.8353659,-116.9897135
GOODLETTSVLLE,31058.0,1.0897178767214868,43.0,36.3231066,-86.7133302
GRANT VLKRIA,31351.0,0.2387617322575333,39.0,27.939804,-80.571043
Gahanna,54247.0,0.42088113502138347,36.1,40.0192307,-82.8793446
Gainesville,206201.0,3.180330185234752,32.083333333333336,29.6516344,-82.32482619999999
Gaithersburg,34337.0,16.575312431484324,34.5,39.1439689,-77.2016062
Galesburg,34802.0,0.9926304707474808,40.9,40.94781580000001,-90.3712395
Gallatin,45012.0,0.388252862120458,37.5,36.3883809,-86.4466599
Galloway,56553.0,1.8966522318454364,35.34999999999999,41.5949079,-93.80270329999999
Galt,30064.0,0.5523474767762993,34.5,38.2546373,-121.2999485
Garden City,61308.0,0.3825949579228682,35.55,42.3255928,-83.3310422
Garden City South,28155.0,22.230198612108158,42.7,40.7123242,-73.6609631
Garden Grove,133598.0,3.385304402988183,36.0,33.7742692,-117.9379952
Gardena,74825.0,5.8697917624613964,36.5,33.8883487,-118.3089624
Garfield,31066.0,9.685471792311533,35.3,37.33816729999999,-95.25558459999999
Garfield Heights,38741.0,13.662766226113307,35.5,41.4169974,-81.6059581
Garland,232422.0,2.247962580557629,33.88,32.912624,-96.63888329999999
Garner,43809.0,0.7034657412184027,38.2,35.7112642,-78.61417089999999
Garrison,57724.0,7.292003361561832,34.5,41.3804881,-73.9404737
Gastonia,103941.0,0.5741584552091877,37.5,35.262082,-81.18730049999999
Geneva,29290.0,6.65014164305949,40.6,46.2043907,6.1431577
Georgetown,136279.0,0.2126284933463733,35.175,38.9076089,-77.07225849999999
Germantown,84279.0,9.812259152395864,34.85,35.0867577,-89.8100858
Gettysburg,28223.0,0.7628734901462174,42.0,39.8309293,-77.2310955
Gibsonia,27319.0,0.7228387850467289,44.6,40.6300567,-79.9703318
Gig Harbor,25605.0,2.1310043668122267,44.9,47.32926399999999,-122.5801293
Gilbert,226060.0,0.5976841515527168,32.85,33.3528264,-111.789027
Gilroy,59666.0,2.571214392803598,33.3,37.0029828,-121.5566373
Glasgow,30517.0,0.2301849152152229,40.7,55.864237,-4.251806
Glassell Park,46254.0,10.53756446592018,37.1,34.1090363,-118.2333778
Glastonbury,28702.0,0.8315863032844165,43.8,41.6861794,-72.5450779
Glen Allen,69294.0,0.6429646314479579,38.4,37.665978,-77.5063739
Glen Burnie,85943.0,2.339725837911538,36.45,39.1626084,-76.6246886
Glen Cove,27691.0,7.560240963855421,39.1,40.8623217,-73.6337389
Glen Ellyn,38418.0,9.060183166157874,41.1,41.8775293,-88.0670118
Glen Raven,40322.0,0.0,42.8,36.1143455,-79.4642791
Glenarden,38682.0,13.448669822098909,36.4,38.93015339999999,-76.8596944
Glendale,425343.0,10.19414127283136,36.433333333333344,34.1425078,-118.255075
Glendale Heights,35000.0,2.221595714688469,32.9,41.91030680000001,-88.0717353
Glendora,52002.0,2.5565218763142776,40.05,34.1361187,-117.865339
Glens Falls,26477.0,0.4500236854571293,45.1,43.3095164,-73.6440058
Glenview,39263.0,9.59023539668701,43.9,42.0778065,-87.8223368
Glenville,27809.0,0.6375637563756376,44.0,38.9342573,-80.8376033
Glenwood,25346.0,3.871335041275264,36.8,36.4043848,-97.9271352
Gloucester,29237.0,4.490912918391691,47.2,42.6159285,-70.6619888
Glyndon,33512.0,5.0395927601809944,39.8,46.8772557,-96.5788187
Goldsboro,72146.0,0.8140410976105923,37.0,35.3848841,-77.9927651
Gonzales,40679.0,0.2746683250414594,35.5,29.5016257,-97.4524926
Goodyear,71583.0,0.22143489813994685,37.95,36.0613544,-95.8844846
Goose Creek,57656.0,0.9187759187759188,31.7,37.2996986,-84.9499706
Goshen,25116.0,0.0,33.9,38.7856001,-89.9268513
Graham,28937.0,0.01611733419292449,40.5,37.0639568,-94.4654046
Grand Blanc,48036.0,0.11036997936561256,38.9,42.9275277,-83.6299518
Grand Forks,36448.0,1.0685797421361558,33.9,47.9252568,-97.0328547
Grand Haven,30147.0,0.5143327389932794,39.7,43.0630734,-86.22838639999999
Grand Island,30953.0,1.4182058047493404,33.2,40.9263957,-98.3420118
Grand Junction,29628.0,0.22140221402214025,34.1,39.0638705,-108.5506486
Grand Prairie,173976.0,0.5742442685703769,31.2,32.7459645,-96.99778459999999
